source,version,name,version_in_other,name_in_other,statement_count,raw_md5,whitespace_removed_md5,note
live,20260915002549,admin_invoice_correction_preflight,false,false,1,51a7913101c0869024617f991e18ad71,dd016316e1630304419870942398b6e7,version_absent
live,20260915002635,admin_invoice_accounting_reversal_engine,false,false,1,ffc7b971c746754dc06e3d812309b7a8,9e0a457bf0b0d350ec54035ec7378b62,version_absent
live,20260915002719,admin_invoice_stock_reversal_engine,false,false,1,a57db530e029885e35f7d92d06ab33ba,77d4d56409967657c41945c4af5e31c7,version_absent
live,20260915002808,admin_invoice_atomic_reopen_workflow,false,false,1,aec9a9d02cb24c1417293efbb4c945db,3121aeae980f05d1b8d95e2b12ca1fad,version_absent
live,20260915004543,include_linked_hawala_cogs_in_sales_margin,false,false,1,4cc959e77f909561819c0da0d739b58b,d0b6bcb38563c17db13068fa400db8a4,version_absent
live,20260915004710,include_linked_hawala_items_in_item_profitability,false,false,1,290222f9ebd144a3fc643839845b7f68,74f9220aefb8b0e7a7a231c514633b3d,version_absent
live,20260915010357,allow_atomic_return_note_draft_to_posted,false,false,1,001ecbcf9b8029ecb012068966738c74,630d941495fae4ed7f7a5427102d49c5,version_absent
live,20260915045307,fix_polymorphic_posting_traceability_trigger,false,false,1,3c203ed086602877091af42bddb52b76,1735e0339bba50fb1920211832b9bc66,version_absent
live,20260915045704,prevent_double_return_outstanding_deduction,false,false,1,811579f2c2dc7845126c52e29dc0a941,048229210001522116ce911f886c749b,version_absent
live,20260915045927,add_safe_invoice_outstanding_repair,false,false,1,2e7c7759f41aa796bc7da945307222c1,7f227b36aa344ef61460a9247578118a,version_absent
live,20260915051313,allow_atomic_purchase_return_outstanding_update,false,false,1,275b0ffa7b16b932a0707eab379d7ee2,45271c7db05f6191a75c677ec6ddc530,version_absent
live,20260915055525,add_return_note_fbr_traceability,false,false,1,542e452ec5f1f141b8c01fd70ce1fa04,4cac6e576c1b504cabc8977c6fe2b201,version_absent
live,20260915055544,link_return_stock_movements_to_return_notes,false,false,1,caf6453880e6f697ddc47edad8546bde,b8a3bb86993ea65334ba7eebaaa89396,version_absent
live,20260915135037,yearwise_consolidated_sales_invoice_numbers,false,true,1,0b74d77dadbd8194a5b4785c8114ff54,78cedb4b1f5264b182c9eef5d6f583fe,version_absent;name_present
live,20260915135801,yearwise_main_sales_invoice_numbers,false,true,1,8431af000dc021e7b2cf1294b4cadf7b,c8099c08047842d3333eff8b36a64319,version_absent;name_present
live,20260915140034,yearwise_invoice_numbers_across_sales_purchase_returns,false,true,1,b077c6a750eca7f81745ed2d6152fb49,8eab33e07aadb41af72865196d09e651,version_absent;name_present
live,20260915140047,normalize_main_sales_legacy_auto_numbers_to_yearwise,false,false,1,d905e1c80520c7767f6cdc9beae48810,348ecb7cd0ffb007ccd3745322c3cccf,version_absent
live,20260915140117,yearwise_sales_invoice_number_preview,false,false,1,089c334cf038573744849e044608ce05,a3085360c352b8f6809809ad491c19ae,version_absent
live,20260915141708,accept_auto_consolidated_purchase_numbers,false,false,1,2136a2e502ea40b0be3edebbfcfce661,d5e50f3f27e9b8adf9f80665f12eb3c9,version_absent
live,20260915182400,priority1_posted_immutability_rpc_acl_rls_hardening,false,true,1,ac50735073204ca1bb282b11a94d59b2,4daf6cf0463267200e64dcf4c806c7a4,version_absent;name_present
live,20260915182546,priority1_security_invoker_reporting_views,false,true,1,4d5641be519fc87b6b42f2bb14863697,190412dd182234b1555c5695f7f40569,version_absent;name_present
live,20260915182958,priority1_internal_rpc_acl_hardening,false,true,1,e4eb1001947c8d5f6179966ed447ade9,32fb3eebdb8bc4a509e036170296d588,version_absent;name_present
live,20260915192518,priority1_disable_obsolete_invoice_reopen_helpers,false,false,1,d595dc2ec2e13344227a4b70b8e71254,83de1d1d7ec85c8e0f7cc4bae2d72c51,version_absent
live,20260915193054,replace_deprecated_auth_role_in_security_functions,false,false,1,38ace5cfd6a09b39887a29cc5d9ee386,7ccd75540ee908622e86b197b06d8e97,version_absent
live,20260915201221,sync_company_default_language_preferences,false,false,1,cc01fda8b97aebff878576e60e192c08,748462dff6122a3f341888b8c167a96c,version_absent
live,20260915204253,prevent_duplicate_parties,false,true,1,4609543835acebe2e6f66e7d2d1ab280,219c7f79d5d28a806497599d67dc4a1d,version_absent;name_present
live,20260916051608,scope_master_uniqueness_by_company,false,true,1,02590162cffe26b73a847758cd86f4ae,5f8de52685b08abbb198352636eeb928,version_absent;name_present
live,20260916052758,require_master_edit_for_urdu_backfill,false,true,1,92f768dd61b7775dd10ba616d87b0c3d,c1db8a482db8694042ebab825b8a6731,version_absent;name_present
live,20260916053931,restrict_purchase_line_delete_to_draft,false,true,1,a628fc1cf17359ec82fbb9bc319dad68,8bd8aed4294b6a409378cd5ad48254db,version_absent;name_present
live,20260916054533,normalize_party_name_whitespace,false,true,1,eec813244713f3e22d2e90cf3ffd065e,f16adb9919a51b86aad86b55f5e0c9fa,version_absent;name_present
live,20260916063208,remove_redundant_covered_indexes,false,true,1,b8c41b03467c58d9c100adeb00c577af,bac9b442d1faa6dc21e714f6bcc7c8b0,version_absent;name_present
live,20260916064525,use_net_invoice_balance_for_payment_limits,false,true,1,83049f6f1da98ca487b63e524351e0e9,c91c9c7f9a91a49aa38bcfc511d95ab4,version_absent;name_present
live,20260916111104,finalize_purchase_payment_net_balance,false,true,1,1d5988e9a5227d43e601889e0415bbbf,9b3fe4c2d0d1df0e679a1291f464ff35,version_absent;name_present
live,20260916112816,add_export_to_role_permission_matrix,false,true,1,cf13300acf1da6293a31cee4eaeb23f3,74d81ca99c24e4f3558726047cb4133c,version_absent;name_present
live,20260916114624,activate_tenant_approval_engine,false,true,1,85d1ca397e9a249cff1d223c4fba8328,067127c02f133744ca2f80bf12f5050b,version_absent;name_present
live,20260916120540,activate_commercial_document_traceability,false,true,1,fe2d43799f93f6be11b0bb096fa367e0,74411f45080f27fe6ef24019057c5462,version_absent;name_present
live,20260916121843,preinvoice_commercial_workflow_foundation,false,true,1,13e23e0e551c7631dcb0184f3569ba29,7be941ea269cc43649ebd74d1ef934b0,version_absent;name_present
live,20260916123031,link_preinvoice_to_posting_documents,false,true,1,03cedc6fb6166db69057a16cf1c8294c,28c8e16741d3ff97404977b004643528,version_absent;name_present
live,20260916125451,manufacturing_core_foundation,false,true,1,10a78c36b200a312162584305bca3368,9da04e788353e162189d67504ea77c3b,version_absent;name_present
